"","X.1","X","ResponseId","Q141_First.Click","Q141_Last.Click","Q141_Page.Submit","Q141_Click.Count","label1_1","label2_1","label3_1","severe","likelihood1","likelihood2","likelihood3","likelihood4","adjustMyTreatment1","adjustMyTreatment2","adjustMyTreatment3","adjustMyTreatment4","concernsOpen","treat1_1","treat2_1","treatSum_1","treatAvg_1","treatmentWhy_1","initiative_1","exaggerate_1","honest_1","clearer_1","givingUp_1","lazy_1","motivated_1","healthImproves_1","attributions_1","treat1_2","treat2_2","treatSum_2","treatAvg_2","treatmentWhy_2","initiative_2","exaggerate_2","honest_2","clearer_2","givingUp_2","lazy_2","motivated_2","healthImproves_2","attributions_2","moveForwardOpen","label1_2","label2_2","label3_2","ladderDave","insurance_Patient","incomeDave","ed_Patient","manipulationCheck","healthLit_Patient","perspective1","perspective2","perspective3","perspective4","perspective5","perspective6","age_Self","gender_Self","gender_5_TEXT","race_Self","race_6_TEXT","race_7_TEXT","ladder_Self","income_Self","incomeYouth","ed_Own","ed_Dad","ed_Mom","politics_Self","telemed","patient","conditionRace","conditionSES","likelihood2Recode","likelihood3Recode","bias","raceFactor","incomeFactor","edParent","treatRecode1_1","treatRecode2_1","treatRecode1_2","treatRecode2_2","study","Duration..in.seconds.","Finished","RecordedDate","patientId_1","feelingTherm_1_1","feelingTherm_1_2","feelingTherm_1_3","feelingTherm_1_4","feelingTherm_1_5","feelingTherm_1_6","feelingTherm_1_7","feelingTherm_1_8","feelingTherm_1_9","feelingTherm_1_10","feelingTherm_1_11","therm_1","therm_2","therm_3","therm_4","therm_5","therm_6","therm_7","therm_8","therm_9","therm_10","therm_11","feelingTherm","incapable_1","deserve_1","difficult_1","busy_1","intelligent_1","notes_1","incapable_2","deserve_2","difficult_2","busy_2","intelligent_2","notes_2","ladder_Patient","income_Patient","idRecall_1","idRecall_2","idRecall_3","load_Effort_1","load_Difficulty_1","gender_Self_5_TEXT","race_Self_6_TEXT","race_Self_7_TEXT","income_Youth","Patient2Name","Condition","Patient2","aid","cogLoad","loadCondition","manipulationCheck_m","manipulationCheck_f","Gender","SES","jobTitle","jobTitle_6_TEXT","specialtyField","ladder_Childhood","politics_Own","yearsWork_1","specialty","jobTitle.1","yearsWorkCurrent_1","workWhere","workInsurancePercent_1","trainingDegree","trainingWhere","trainingWhere_US","trainingWhere_notUS","ref","Race"
"927",927,NA,"R_DOTjV2Qbqb4cz61",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Apparently nothing tried so far . So start with above choices and monitor patient",5,3,4,NA,1,2,2,5,3,7,8,2,1,"Needs to try first line recommendation",5,4,3,NA,3,3,5,5,3,"Schedule an in person office visit",NA,NA,NA,NA,2,NA,2,NA,4,2,2,2,4,2,4,67,"Male",NA,1,NA,NA,6,5,NA,NA,2,2,NA,3,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,858,1,"2023-08-29 08:05:04",NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,2,5,3,4,3,"Needs follow up in 1 week to re assess compliance and response to proposed therapy",3,5,4,3,3,"Non compliant, needs to be seen in person",5,3,NA,NA,NA,NA,NA,"","","",1,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,3,6,40,"Family Medicine","Employed physician",40,NA,95,"Medical degree",1,39,"",486311652,"White"
"928",928,NA,"R_SUC3xX0f8weBQad",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"not enough information to judge.  red flag questions are not asked. treatment at this point is inappropriate.  first steps come first. ",3,1,4,NA,1,2,2,5,4,7,8,2,1,"same, insufficient information and inadequate conversation. first steps are first steps. ",4,3,4,NA,1,2,2,5,2,"office visit, further contact, encourage PT in person consult.",NA,NA,NA,NA,2,NA,3,NA,5,2,2,2,4,2,2,63,"Male",NA,1,NA,NA,8,6,NA,NA,4,3,NA,2,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,979,1,"2023-08-29 08:07:34",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,1,5,2,5,3,"Patient continues to have pain in his low back unchanged front before. We need to get further information concerning red flag symptoms. Patient is not taking any medications at this time. I again recommended first step treatment for his low back pain and gave him precautions. ",1,5,3,4,3,"Patient continues with low back pain. Patient has chosen not to Institute medications. Patient with benefit from either office visit with a physician or physical therapy consult either online or in person . Precautions are given concerning red flag symptoms.",5,4,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,5,4,36,"","physician",36,NA,29,"md",1,45,"",486313559,"White"
"929",929,NA,"R_A7p6vB4eOR9AUlX",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"He is initiating care for back pain, no need to escalate his care at this time",4,3,3,NA,1,1,3,4,5,7,8,2,1,"The initial treatment plan wasn't followed, no need to escalate medications",4,3,3,NA,2,3,2,4,5,"Ask him what it would take for him to follow the treatment plan and improve",NA,NA,NA,NA,3,NA,2,NA,4,2,3,2,3,3,3,52,"Female",NA,1,NA,NA,8,4,NA,NA,3,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,698,1,"2023-08-29 08:08:59",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,3,4,3,4,3,"Keep moving
Take the recommended medications
Consider adding some physical therapy",3,4,3,4,3,"Follow your treatment plan
Attend physical therapy
Take medications as prescribed",5,3,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,7,5,24,"Family Medicine","Physician",6,NA,75,"MD",1,43,"",486314045,"White"
"930",930,NA,"R_2wbpBNEKKdEAI0i",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Acute, no traumatic muscular skeletal, non severe pain.",5,2,5,NA,1,2,2,5,2,7,8,2,1,"First line treatment for non traumatic non pathological acute pain.",5,2,5,NA,2,2,4,4,2,"Ask him to follow up with a provider in person.",NA,NA,NA,NA,2,NA,2,NA,4,1,1,1,4,1,4,55,"Male",NA,2,NA,NA,7,5,NA,NA,3,2,NA,1,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1248,1,"2023-08-29 08:10:14",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,1,5,2,3,3,"Acute muscular skeletal pain;
Not tried adequately with OTCs;
Advised OTCs, add Lidocaine patches.",1,4,4,3,3,"Acute non traumatic pain;
Noncompliance with previous recommendations;
Need in person follow up with some counseling.",4,3,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,5,5,16,"Family medicine ","Provider",13,NA,91,"Md",1,33,"",486314337,"White"
"931",931,NA,"R_3JdTLPxfc9RQqcK",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"as the pain is not severe, I will start with lower most tier but, I need to have  a working diagnosis before I prescribe and that one simple question is not enough to make the diagnosis to order prescription. Left sided lower back pain will have a plenty of differential diagnosis.",5,3,5,NA,3,3,3,5,2,7,8,2,1,"As he has not followed the directions, I would give him more time rather then starting on strong medications, which are dependable/abusing.",5,3,5,NA,3,3,3,5,2,"I would make him to understand about his health importance and also at the same time I would give some grave examples also to scare him little bit",NA,NA,NA,NA,1,NA,3,NA,4,1,2,1,1,1,1,46,"Female",NA,2,NA,NA,9,7,NA,NA,3,2,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1689,1,"2023-08-29 08:13:46",NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,2,3,2,2,3,"Complaining of Left lower back pain, could be Spine or Kidney related. Prescribed pain medication but not followed the orders, saying busy with his work. Hence prescribed for more time.",3,4,3,3,3,"Follow up of a left lower back pain, not following orders might be because of his work schedule, says advise slipped from his mind.",7,7,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,9,4,17,"Family Medicine","Physician",17,NA,83,"M.D",1,23,"",486311578,"White"
"932",932,NA,"R_1jBUxK7wMJ3wnCA",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Not convinced of the severity.",4,3,5,NA,1,NA,1,5,3,7,8,2,1,"Dave needs to be examined before escalating treatment.",4,3,5,NA,1,3,3,5,3,"Exam/UA",NA,NA,NA,NA,4,NA,2,NA,4,2,4,3,2,3,2,68,"Male",NA,1,NA,NA,8,6,NA,NA,1,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,945,1,"2023-08-29 08:27:20",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,2,5,1,3,3,"30+ y/o male with persistent flank pain > month.
No change with conservative RX.
Needs a thorough exam/UA.",3,5,3,3,3,"Continued flank pain > 2 months.
Needs exam/UA/possible imaging.
Schedule a live visit.",5,4,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,4,4,39,"FM","Physician",4,NA,81,"Post graduate",1,22,"",486310833,"White"
"933",933,NA,"R_1ff4HQxQZDWdfHD",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Start with tier 1 first.",4,2,3,NA,1,2,2,5,2,5,6,4,2,"Initial treatment did not relieve patient's pain.",5,2,2,NA,1,2,1,5,2,"Order labs and diagnostic tests",NA,NA,NA,NA,4,NA,2,NA,2,2,3,2,4,2,4,58,"Male",NA,4,NA,NA,8,6,NA,NA,2,2,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,2,2,4,1081,1,"2023-08-29 08:36:45",NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,1,5,2,4,4,"Dave is not motivated; pt. did not follow previous recommendations; try diagnostic tests to evaluate for possible cause of pain.",3,5,2,4,4,"Pt. does not follow recommendations; pt. to get lab chemistries done; pt. to get diagnostic test done.",4,2,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","RN",NA,1,6,4,16,"","RN",16,NA,85,"College.",1,32,"",486270019,"White"
"934",934,NA,"R_1d4DYd3WjAEMWBS",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"You start with the lowest meds then work your way up.",4,2,5,NA,1,2,3,4,3,5,8,3,1.5,"pain not better so I would add an opioid short term, PT and possibly an NSAID would try to get him to follow recs. Include PT and ice or heat.",4,2,5,NA,2,3,2,4,3,"having a long discussion asking him why he hasn't followed the recs",NA,NA,NA,NA,3,NA,2,NA,3,2,2,2,2,2,2,57,"Female",NA,3,NA,NA,10,7,NA,NA,3,3,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,2,1,4,979,1,"2023-08-29 08:50:55",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,2,4,3,4,3,"Rec PT
Ice or heat
Take meds as prescribed including NSAID, lidocaine and hydrocodone prn breakthrough pain",3,4,4,3,3,"Hasn't as they have ""slipped his mind""
rec following current plan'
consider having a family member or friend in on the visit",6,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,8,2,21,"family medicine","physician",21,NA,92,"postgraduate",1,5,"",486310649,"White"
"935",935,NA,"R_ujDGkr8ZUoXi0IV",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"I would request more information before making a decision. With the information I was given, these choices felt most appropriate.",4,1,5,NA,1,3,2,5,3,7,8,2,1,"Without additional information, conservative treatment with these options seems most appropriate.",4,3,5,NA,1,3,2,5,2,"I would ask about more information regarding the pain severity. I'd ask what would help him adhere to treatment recommendations. I'd also consider referring him to see a physician in person.",NA,NA,NA,NA,3,NA,2,NA,4,2,2,2,3,2,4,43,"Male",NA,4,NA,NA,8,7,NA,NA,2,2,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,950,1,"2023-08-29 08:54:14",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,2,5,3,3,3,"Dave has dull constant low back pain. Dave was advised to consider tylenol and lidocaine patches. Dave has stated that he hasn't tried the recommended treatments.",2,5,3,3,3,"Dave was advised to try tylenol and lidocaine patches for his pain. He has not done so. I recommend he make an appt with a physician in person for further evaluation and treatment.",5,4,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,6,3,14,"Family Medicine","Physician",14,NA,45,"MD",1,17,"",486312720,"White"
"936",936,NA,"R_sG6p0nlHideVQdj",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"I dont know why he has the pain. it could me a muscle strain need more history",2,1,4,NA,1,1,4,5,3,6,8,3,1.5,"need more workup.need x ray more history before giving opioids",2,1,5,NA,1,1,4,5,3,"need more hx and x ray",NA,NA,NA,NA,2,NA,3,NA,6,5,5,5,5,5,5,54,"Female",NA,2,NA,NA,9,6,NA,NA,4,4,NA,2,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,2,1,4,846,1,"2023-08-29 08:54:48",NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,1,5,1,1,5,"Dave needs X-ray
Dave needs hx pf past.
Dave needs pt",1,5,1,4,5,"we need to know Daves history
we need x ray
pt",9,5,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,10,7,16,"fp","md",16,NA,88,"post grad",1,33,"",486313967,"White"
"937",937,NA,"R_2zO030tqo0vIYQj",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Both are non-adictive and could provide relief.",5,2,5,NA,2,4,2,5,5,6,7,3,1.5,"Again choose the options that are less potential for abuse.",5,4,4,NA,3,4,2,5,2,"Suggest HE see a provider in person since he has been noncompliant in telehealth.",NA,NA,NA,NA,2,NA,3,NA,3,2,2,2,4,3,4,53,"Male",NA,6,NA,NA,6,5,NA,NA,2,2,NA,2,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,2,1,4,1995,1,"2023-08-29 08:55:32",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,3,5,5,3,4,"Moderate pain
Non-compliant
Followup in a week",4,4,4,4,4,"non-compliant
Has significant pain
Needs followup in person",6,5,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,6,4,20,"Family Practice ","Md",20,NA,84,"Md",1,14,"",486310631,"White"
"938",938,NA,"R_3fPPzXxZDOYMT5z",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"new onset pain that seems relatively mild
conservative treatment is indicated",5,3,5,NA,1,3,1,5,3,7,8,2,1,"he has not followed original recommendations
would pursue same advice and encourage his participation in his own care",5,4,5,NA,3,3,1,3,3,"send to physical therapy",NA,NA,NA,NA,3,NA,2,NA,3,1,1,1,3,3,3,55,"Male",NA,1,NA,NA,9,7,NA,NA,3,3,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,838,1,"2023-08-29 09:15:31",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,4,3,3,3,"LBP continues
did not pursue original treatment plan
encourage to do so",4,4,4,3,3,"Dave is having difficulty with present treatment plan
would pursue physical therapy
follow up after above",4,3,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,8,4,26,"family medicine","primary care physician owner solo practice",20,NA,99,"medical doctor",1,14,"",486310740,"White"
"939",939,NA,"R_2CHwzmo8hV82oX1",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,1.5,"Conservative management of known cause of pain would be appropriate",5,3,5,NA,1,2,4,5,5,6,7,3,1.5,"Still causes unknown. He will need to have other medical diagnostic tests to be done, which is the first priority. ",5,3,4,NA,1,3,3,5,5,"Diagnostic testing ",NA,NA,NA,NA,3,NA,3,NA,4,2,3,2,3,3,4,52,"Female",NA,2,NA,NA,6,7,NA,NA,1,1,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,2,1,2,1,4,1201,1,"2023-08-29 09:17:37",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,4,3,4,3,"The pt not following the medical advise.
Needs diagnostic tests.
May need to go to a facility to have testing and/or further evaluation. ",3,5,3,3,3,"2nd visit: still not following up with the medical advise.
Need dx testing. 
Need to follow up or need to have the pt go to a facility to perform testing. ",6,4,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,6,5,8,"Family Medicine","Physician",7,NA,100,"Doctorate",1,29,"",486313422,"White"
"940",940,NA,"R_DpBAzAerAJpVZwB",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"These are the most mild treatments and as far as we know the patient has not tried any treatments before so this is a reasonable place to start. I would also likely offer physical therapy.",4,2,5,NA,1,1,3,5,3,7,8,2,1,"He has not given first line therapy an adequate trial so it needs to be recommended again with more discussion about how to accomplish it.",4,2,5,NA,2,2,3,5,2,"I would be frank with him that we are not making progress and that the next steps for treatment require finding a system of remembering to follow the plan that works for him. We need to spend time together figuring out how to help him remember to follow the treatment plan.",NA,NA,NA,NA,2,NA,2,NA,4,3,4,2,2,4,2,31,"Male",NA,1,NA,NA,8,7,NA,NA,3,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,758,1,"2023-08-29 09:25:35",NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,2,5,2,4,3,"'- Chronic low back pain with no prior course of conservative treatment tried
- Patient is motivated to get help as evidence by his coming to the doctor appointments but has been unable to reliably follow a treatment plan
- Will need fair amount of motivational interviewing and trouble shooting",2,5,3,4,3,"'- Multiple visits with patient not following the treatment plan due to business and forgetting
- Pain is chronic and has not yet tried basic conservative measures successfully
- Majority of visit needs to be spent on how plans are accomplished, not just what they are",4,3,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,6,1,5,"Family Medicine","Attending Physician",5,NA,95,"Graduate Degree (MD)",1,15,"",486314407,"White"
"941",941,NA,"R_0rEeEiCkmXGZtSx",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Use weakest treatment possible that works to alleviate pain as trial first. Stepwise treatment and try to find route cause. ",4,3,4,NA,1,3,2,4,3,7,8,2,1,"He didn't try the recommended treatments intially to see if there are any results",5,3,4,NA,4,3,1,4,2,"Inquire why he has not tried any of the treatment options, is there something holding him back, does he not agree? WIll try to explain the pathophysiology of his condition so he understands the importance of the treatment options.",NA,NA,NA,NA,4,NA,2,NA,4,2,1,1,4,2,1,42,"Female",NA,2,NA,NA,8,7,NA,NA,3,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,2088,1,"2023-08-29 09:43:13",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,4,3,3,3,"Dave came 3 weeks ago with an acute Lt sided LBP that was constant in nature. Diagnosis could have been Lumbar back strain and he was advised to trial OTC lidocaine topical gel and tylenol along with some exercises for treatment but Dave had not trialed any of these treatments thus far. 
Today he is taught exercises and lidocaine gel and tylenol PRN for pain control.
",3,4,4,3,3,"Dave initially came from a constant Lt sided LBP 6 weeks ago. Initial diagnosis was lumbar back strain and advised exercises with lidocaine gel topically and tylenol PRN. Dave has come back twice for evaluation noting the pain has not changed, but also has not tried any of the suggested treatments. ",4,2,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,5,4,13,"Fam med","Physician ",11,NA,71,"Doctoral ",1,36,"",486313984,"White"
"942",942,NA,"R_246hVVDswh0oivf",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Doesn’t sound serious and no diagnostics",5,3,4,NA,1,4,5,4,3,7,8,2,1,"There’s no massif on your choice list",5,3,4,NA,2,5,1,5,3,"Diagnostics PT and ask why non compliant",NA,NA,NA,NA,3,NA,3,NA,4,3,4,3,1,5,2,59,"Male",NA,1,NA,NA,6,NA,NA,NA,3,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,10273,1,"2023-08-29 09:45:22",NA,"Off","Off","Off","Off","Off","Off","On","Off","Off","Off","Off",0,0,0,4,0,0,0,0,0,0,0,4,3,5,4,4,4,"Non compliant
Needs an nsaid 
Needs diagnostics",3,5,5,3,3,"He’s not motivated 
Get diagnostics 
Try diff meds",2,4,NA,NA,NA,NA,NA,"","","",NA,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,5,4,30,"Family Med","Physician ",30,NA,89,"Doctoral ",1,39,"",486310700,"White"
"943",943,NA,"R_2QgnFvNvjj072Et",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"unremarkable hx, pain mild, opioids are not indicated for new patient visit ",4,2,4,NA,3,4,2,4,2,7,8,2,1,"its the same from before and he didn't do my initial treatment.",5,2,2,NA,4,4,1,4,1,"ask about life stressors, psychological/psych issues, refer to specialists",NA,NA,NA,NA,1,NA,3,NA,3,2,2,2,4,2,4,48,"Male",NA,5,NA,NA,9,7,NA,NA,4,3,NA,3,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1200,1,"2023-08-29 10:12:32",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,2,4,4,5,2,"'-pain is unchanged
-however pt did not try treatment plan rec last visit
-pain is not worse, pt reports no new sx",2,2,4,2,1,"'-pain persists
-non compliant with treatment plans
-refer to ortho",8,6,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,6,5,20,"family medicine","physician",13,NA,51,"medical school",1,39,"",486310852,"White"
"944",944,NA,"R_10NoUbWP7Bg1DQc",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"I made these recommendations because patient does not appear to be in severe pain, and vitals are also stable. ",4,3,5,NA,1,3,2,5,2,7,8,2,1,"He has not tried these initial treatments from first visit, so there is no need to increase to the next tier without failing the 1st tier",4,3,5,NA,3,4,1,5,2,"Ask him what he is wanting from these follow-up visits, and explain that pain cannot improve if he hasn't tried the treatments",NA,NA,NA,NA,3,NA,2,NA,2,2,2,2,2,2,4,40,"Female",NA,2,NA,NA,7,5,NA,NA,3,3,NA,3,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,802,1,"2023-08-29 10:13:50",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,2,4,3,2,3,"Patient continues to experience lower left back pain without improvement. Patient did not start treatment from first visit, in which he was recommended OTC acetaminophen and topical lidocaine gel. Patient expressed in today's visit that he did not start initial treatment due to inadequate time in his day - reinforced plan from previous visit. ",3,4,3,2,3,"Patient returns today for back pain - unchanged from last visit. Patient reports he still has not tried the treatment of acetaminophen and topical lidocaine despite reinforcement last visit. Spent a great amount of time explaining that pain will not resolve if treatments are not initiated on his end. ",5,4,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,6,3,13,"Primary Care","Doctor",13,NA,91,"Postgraduate",1,49,"",486313949,"White"
"945",945,NA,"R_2uEW8eqDyWDJHTr",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,3,1.5,"Start conservatively. Re-evaluate at regular intervals. Titrate dosing or change treatment accordingly.",5,3,5,NA,2,3,2,4,2,1,8,5,2.5,"Reluctant to go to opioids based on pt non compliance with previous recommendations. Patient needs to be pro active in his care.",5,4,2,NA,4,3,1,4,2,"Refer to pain specialist",NA,NA,NA,NA,5,NA,2,NA,1,2,3,3,4,3,4,61,"Female",NA,1,NA,NA,6,4,NA,NA,2,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,2,1,4,1,4,1604,1,"2023-08-29 10:24:17",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,3,4,3,4,3,"Dave presented with moderate left lower back pain.
Topical lidocaine with Tramadol as initial treatment. 
Patient reports no relief at follow up but did not adhere to recommendations.",3,4,3,3,3,"Patient came for second follow up and reports no improvement. Patient has not taken meds as prescribed. Patient needs behavioral modification to take initiative for improving his pain. ",2,2,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","RN",NA,1,5,2,31,"Family Medicine ","Staff RN",19,NA,85,"BSN",1,51,"",486268748,"White"
"946",946,NA,"R_3kMINpD8kePCsP8",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"I wouldn’t give opioids in Dave’s case",5,3,4,NA,2,3,2,4,3,7,8,2,1,"Because he didn’t follow recommendations initially ",5,4,2,NA,4,2,1,3,5,"",NA,NA,NA,NA,1,NA,4,NA,6,4,4,4,1,4,1,80,"Male",NA,1,NA,NA,8,4,NA,NA,4,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,979,1,"2023-08-29 10:27:00",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,1,4,4,4,5,"Dave didn’t follow instructions 
Dave not motivated 
Dave may want opioids",1,3,5,3,4,"Not motivation 
May want opioids
Exaggerating ",9,6,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,8,6,36,"Family practice ","Physician ",36,NA,87,"DO",1,45,"",486311830,"White"
